title,summary
"Associate Scientist I, Pharmacogenetics","
The Pharmacogenetics organization is responsible for formulation of pharmacogenetic strategy and for data generation, data interpretation and reporting of..."
Data Scientist- Python/Big Data,"
Python, OOP, data science, data ingestion, data scientist, Py, numpy, scipy, redis, data lakes, data streaming, big data, nosql, sql, anaconda, C++, marketing,..."
Application Scientist,"
Attend and participate in relevant scientific conferences, trade shows and webinars. Partner with the sales team as our technical representative to develop..."
Part-time Data Science Instructor,"
You are eager to shape the skills, minds, and trajectories of the newest generation of data scientists. Data visualization techniques;..."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist - Marketing Big Data,"Running machine learning algorithms against data sets in H2o, R and Python environments. Data Scientist - Marketing Big Data...."
Developer (NU),"
Its mission is to create a single, comprehensive, and integrated repository of all clinical and research data sources on the campus to facilitate research,..."
"Sr. Solution Developer, Senior Analyst","
The successful candidate will be able to display thought leadership, technical prowess, and the ability to manage cross-division, cross-functional teams from..."
Statistician,"
Working knowledge of applied survey sampling and statistics for all modes of social science data collection...."
Software Engineer,"
The Data Scientist Team is located in the Chief Technology Organization of MSI. As a member of the data science team you will work with industry leaders to..."
Senior Data Scientist,"
The Data Scientist family is accountable for using data to make decisions, which includes building predictive models and developing new machine learning..."
Business Intelligence Analyst,"
Under the direction of the Data Scientist, collects, aggregates, and analyzes data from multiple internal sources to drive insights into business performance...."
Senior Front End Developer,"
Argonne is home to a staff of over 3,300 employees including over 1,500 scientists, engineers and postdoctoral scholars and, with world-renowned scientific..."
Data Scientist - Natural Language Processing,"
With a specialization in natural language processing, this data scientist role will apply expertise in machine learning to the analysis of text datasets being..."
Applied Machine Learning Software Enginner Expert,"
 Clearly articulates point-of-view, taking into account the perspective of all related parties in the machine learning technology solution space...."
Meat Food Scientist,"
Prioritizes project work load for all Meat NPD projects. The backup for this position is R&D Manager or R&D Scientist...."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist,"5 or more years of progressively complex experience in data analytics.· Demonstrates proficiency in most areas of mathematical analysis methods, machine..."
Full-stack Developer,"
As our first full-time in-house developer, you’ll be working with our team of data scientists and back-end java developers to build and maintain Freebird’s..."
Energy Market Analyst - Data Analysis,"
Energy Market Analyst – Data Analysis*. Ability to change direction quickly based on data analysis. You will also apply innovative techniques to “see through..."
Motion Planning / Controls,"
Strong background in data structures and algorithms. Motion Planning / Controls – Research Scientist or Engineer...."
Research Scientist,"
The Research and Advanced Development team at Amazon Robotics is seeking passionate and talented research scientists to work on cutting edge algorithms to drive..."
Research Analyst III,"
The mission of the Massachusetts Department of Public Health (DPH) is to prevent illness, injury, and premature death, to assure access to high quality public..."
Scientist / Engineer - Virus & Gene Therapy Bioprocessing,"
Through dedicated collaboration on new scientific and engineering insights, and as one of the top three R&D investors in the Life Science Tools industry,..."
